portfolio_id,new_portfolio_id
460350f7-6a0f-4c89-8e28-1bcca6343ce1,a059bbd8-d04d-43f5-9da0-1e00de334c8c
5a70d3ce-91ae-438f-8b3a-a9d02677393a,d31c6d87-8d85-43e0-ae41-0a531ecf3b23
a5b4e748-8450-4452-be12-d4f0209b0320,205b201a-b404-4980-a352-8000c6833335
1840d4f1-93df-46fa-8f7f-2e79adba3297,fc284913-acec-42a6-ac17-2afecb920f7b
60abe714-3dd7-46a2-8944-af0ddbec89f9,8f857232-b1dc-46b2-b199-a2542b748a46
29dc05a2-a2e3-47ff-8914-5a5045252d63,13f0ceb2-1ac1-401d-845a-53bd8244abbb
dc97e925-3c7f-4860-b9ec-5a896cc36332,11fcff89-6a9f-4885-b2df-095e44e751ba
2dd1d226-8bad-46b4-a001-4e27f0f6fa2a,db6db1c4-cbdd-4f18-a18a-e41020981925
d527af74-bfa0-478d-9d6b-4039c8ec1de8,dc3ff69f-cbdd-4cf3-8bc6-c816a4d16a72
cf557e5c-f5d5-4628-bd7c-ae19ba6373ec,04ebd0b8-b323-4b92-bd1b-6496860d6472
36a6a11a-ca7c-402e-a264-d5ebc7331e4f,10a01612-3e56-4352-bd40-a9c9f78a104a
3895bb0c-9626-4acc-840e-2e8afee81e8f,1da2b7ed-890c-42b1-a839-012c6b5803f4
0a8484bc-5a4f-4af1-b4fa-f81ffe0b5d68,94d71971-b2c7-4032-a4d9-ac65c5976560
2c9f319a-d626-47e1-a8e6-e2196a0d6b2f,267bd774-f583-4282-9f8b-d2d8af288d36
f00010a3-1cd8-405c-b317-06153f90b0e5,00729c8f-fc34-4cae-be16-af370b1ec85e
c1187cfb-d07f-47ee-9289-22bff946423a,567da8bc-68a0-4e3d-b8f1-0aa9694daaed
646d7f62-aaed-4eff-b904-b313b0ccd00f,9cbbdf6f-cbc1-4c56-867a-d9c737b67c2b
496e6756-89ac-477b-858e-2fbf91385016,ae458499-4a60-4aa6-97b1-79cbe218cac9
8030cd98-79ae-4388-a0f5-47629b6c04f9,a42f0889-c4ab-4986-8eec-8064facf0710
39eddd53-c2f0-439e-ba1b-50ee3d11d426,ab7e5cd3-3ded-4671-bc12-5a582c03bfc3
38575191-0fa9-4df9-9907-89fea92b49fe,300e4fc0-3a70-4781-9bdd-93cf574332c8
556590bc-9525-466f-82f4-5e104a7a1654,f33ff1e4-875c-49df-9599-85e8a033794e
fff72be4-4ade-48e0-98c1-d937af29c2c9,beda1e2c-5fd7-4e89-bc1e-ff5bbc316ba5
0408dc07-63c9-422e-a43b-f9544d4939c8,85363249-d991-4f93-b93b-8c8d81356941
