portfolio_id,downloaded_count
fdd84f6e-1ee9-4d9f-8df4-49f836e7b2ce,1
698f6626-ea78-4d0b-9432-124d7ec3d606,1
f5fdbb04-619e-4208-a5da-80341e09f5f1,1
0a2fe97e-59b7-4355-a2c8-1957defb51b9,1
1eaa5f15-51ac-42e8-8e41-7a4c913ce1c7,1
e23f6340-45fb-4fa4-981b-c0a861b56d79,1
4ed68d3b-7736-429f-80ca-f9e061a5f316,1
1951726e-5c09-4b7c-8997-1680be9b0003,1
d1047217-e25e-49d5-9248-d8b9f3ff8e28,1
75f046c4-cf8a-42bb-9199-647773da6621,1
178e74d5-26a5-4485-b970-eb111050773c,1
ae0ef5b7-8c6b-4dca-88c3-26a43aa0883c,1
1dbd0098-b5a6-4a34-80c3-d4c9d9f0cf48,1
f8324554-7e67-48fb-8e81-c33cfc422acc,1
26dddb85-105c-4e85-856e-fe71b7192703,1
ab64eee9-aef1-4545-904d-cbd1ef265bbc,1
6fa5197a-b8c7-427e-b1d3-3039a18f23da,1
a7455f9c-e2fe-4737-a2b9-c31d664b60ea,1
2593fdfb-acf1-471a-a2e2-442653f6265c,1
1b734274-bb76-417d-8a8a-d153a6849384,1
b469525f-1ed4-47f5-a6bf-794e4caffe13,1
650509c6-c83f-4079-8bf8-bfeff6ab3663,2
a366d0aa-0491-4b53-a016-7bb735942b26,1
4a24e657-1fb0-4e2a-8dc1-9bb41127de51,1
b56579cf-cbd1-4faa-b750-f657ddb12b1e,1
32870d74-9a47-4428-bfdb-30dc0327c9e6,1
ed5c5284-6174-4cdd-a7db-6964a9ff9058,1
f1843c54-722f-4ef0-b8ad-74df8d35383a,1
267e70d1-b1ff-4cd7-bfaa-8f0430455e04,1
1d2145e2-986b-4423-b9f8-2e90e653fa22,1
39546e94-bfe5-48e2-912b-e10c96cadd5a,1
265c2986-8db7-49ef-afe9-2a80ad1c7626,1
39df8edd-ee8d-4db5-8e2e-79df49dd90b1,1
8e31620b-5635-446d-88d6-7763f30438c2,1
504f4e59-e582-4929-92ba-60adcd4af3e6,1
eb0a3f22-41ea-4d63-8934-86080556fef2,1
2b3a6034-7b3d-438e-bf5f-47cf20699c91,1
2835e2e1-aa6a-463f-97be-5d632071b385,1
bcbd5605-2097-4148-b258-c42a7c949470,1
d34753fc-c01a-4987-8c3e-f640506782ae,1
220d0c66-27bc-4fc9-bd2e-0c4a16546d38,1
3454d452-7e00-41f5-9d87-adae33d61dc0,1
d0444148-95b6-4b49-b97a-2b05606dc665,1
0c0e82a8-f1f3-45b4-86b5-0e56eb89a386,1
d5ffddd0-ade4-4109-8e52-4b067b79b5fb,1
8219729d-5d21-47d7-8fdd-9f23aa918000,1
ffb6a790-a139-4a24-85d1-c358dbdcea26,1
50d216fd-8f3f-444c-915f-e87b6710d18a,1
33cc5c97-1a40-478b-9220-d4cff289d462,1
6e875c5d-face-4923-8eb4-3ee5e4516b93,1
2a39dc88-b3bb-4c6f-80b5-7163d17bb31f,1
51af11b2-1ad7-470f-b442-8f1f36359881,1
694e87d6-4c63-43bd-b0d7-8e8584b116d9,1
ff4220e6-3b9c-4489-b6bd-b27a8beb613f,1
168418d8-052c-4dc6-8a04-c0232b3d2036,1
b15be9b4-1a2d-422c-ae44-46801a201032,1
ca43d61f-4a96-4de1-b260-ec2eee056db9,1
494e34f5-b8e3-48ee-b616-d6271f548c53,1
f5bc23f1-8deb-4986-b2b9-ce5a57dd66f3,1
98e74233-b474-4e16-ad99-91d9a93fd745,1
a03800f2-1343-42f3-b5e5-996a7d6f1afd,1
4bb73a70-4555-48f2-892a-aa22e5239507,1
bfd6a4c1-7204-48e6-9f46-2073753d622c,1
26550575-b2b8-4d99-b793-a4d30caf8e1c,1
99085715-2c59-4a64-8926-d52a02ee68d9,1
1f80cef9-4fea-46d8-a1ba-d70a57108403,1
25ed9510-b357-47cf-8dab-956cefd71914,1
6bbd7450-b9b5-4d74-b3e5-2ec5803326d9,1
22adeb01-d0ca-44ba-8bc5-60622915c786,1
b66d6327-634c-4810-99e7-c6368fd0087f,1
27a690a0-fdc6-432f-abf2-63f5556318aa,1
