portfolio_id,documents,new_portfolio_id
890f98b4-8d73-4a55-ad66-c4001ff7ab62,1,b2c21e8e-85b9-4440-832e-5ed756c906dd
9f2f1091-001a-434f-b0a0-56137fd72a35,1,95373324-b9e2-4dec-8969-aa63551801b3
d3980579-571b-44f4-8a0c-2c8ba86e106d,1,c4344086-f950-49f1-b9a5-cc512bf746be
3a2066fc-418e-4dc0-bdfd-a3ec2f01f1a2,1,aa0030c8-d408-4a7d-9db8-ac7200d574d3
88cb1e50-558c-4b05-b8f9-04b0872eb97d,1,42a5a995-3a55-4958-ab86-b5ad5e058785
8dd1064d-41d4-468e-83ca-04fc16665fc4,1,48bf6fee-0f4e-4124-98df-72fa65c48137
028627cb-9896-47a9-961a-6a1e68af5833,1,bc2754e6-2904-4bce-b6d4-2cc9c7b2e482
5d293caf-efdc-4242-9c24-8e1fa9fdf70a,1,3e227aeb-c94c-49e7-9391-d24a69ae98b1
af26fb7b-a291-433a-8025-e4206f2971ca,1,0913fb8b-7589-4db4-be93-c706fd40dff7
7df88074-41fb-467d-ad79-d775f5fc4e07,1,ce7146af-8b39-47f2-89bb-d9269057fcba
028af6e1-beba-4f60-b365-5be6c631822c,1,9e202686-2f3d-443d-a84d-20aead5eeed6
6e2e7574-b9ab-4ca9-8579-1db63f0d215d,1,9f79a9e2-57c9-4738-baea-c62a5bce6339
a1f4bcb3-4506-477a-8281-31a79fbb7b93,1,2c5ec704-c7dd-4da7-8181-92d32ad1a9b0
75de3f57-307f-4bac-ad6e-97216dee6d5f,1,e44ae153-f8ec-4dad-b814-cefa54dc4714
d3dd6e60-e3c0-4c52-a61d-315925cd62cb,1,fbcb7bf2-81af-4b63-a33e-f2f31bfed4ac
01ac9a06-95d2-48c9-951c-a682d1af3313,1,a8b7800a-e78d-4ec3-b041-cc7363acd3e5
335b1cdf-e766-4027-b781-8c834dab20c0,1,42ececfa-9132-4621-af44-565416574286
a82ba409-6649-4347-b895-b303b679eabc,1,10a14e18-69e0-4baa-b05b-cb90f6cc8d1a
